RANGERDIST,REGION,FORESTNUMB,DISTRICTNU,DISTRICTOR,FORESTNAME,DISTRICTNA,GIS_ACRES,SHAPE_AREA,SHAPE_LEN
99060105010343,06,01,05,060105,Deschutes National Forest,Sisters Ranger District,397832.937,0.181804883554,2.41969372011
99090523010343,09,05,23,090523,Mark Twain National Forest,Doniphan / Eleven Point Ranger District,505402.169,0.206552765702,2.72362279429
99090703010343,09,07,03,090703,Ottawa National Forest,Iron River Ranger District,227134.895,0.107167704788,1.50504816637
99090705010343,09,07,05,090705,Ottawa National Forest,Ontonagon Ranger District,182803.747,0.0869771216151,2.46204160759
99080505010343,08,05,05,080505,National Forests in Florida,Seminole Ranger District,210245.193,0.0788448898432,2.02679882447
99080502010343,08,05,02,080502,National Forests in Florida,Lake George Ranger District,232951.531,0.0875470712449,1.89714282107
99080702010343,08,07,02,080702,National Forests in Mississippi,De Soto Ranger District,640678.532,0.244601930067,3.70040553395
99080501010343,08,05,01,080501,National Forests in Florida,Apalachicola Ranger District,314236.085,0.119050661859,2.74185389788
99080506010343,08,05,06,080506,National Forests in Florida,Wakulla Ranger District,327796.286,0.124331936386,2.06743816889
99081007010343,08,10,07,081007,Ozark-St. Francis National Forest,St. Francis Ranger District,31135.213,0.0123901722976,0.797462023942
99080101010343,08,01,01,080101,National Forests in Alabama,Bankhead Ranger District,348735.864,0.138084407207,2.32672170868
99081109010343,08,11,09,081109,National Forests in North Carolina,Tusquittee Ranger District,397612.928,0.159107070981,3.31353451152
99081102010343,08,11,02,081102,National Forests in North Carolina,Cheoah Ranger District,205344.69,0.0824024640223,1.56913770321
99081111010343,08,11,11,081111,National Forests in North Carolina,Nantahala Ranger District,691398.924,0.27701207879900003,2.8997980776
99080306010343,08,03,06,080306,Chattahoochee-Oconee National Forests,Chattooga River Ranger District,452013.465,0.180145483275,3.83497074202
99080302010343,08,03,02,080302,Chattahoochee-Oconee National Forests,Blue Ridge Ranger District,583696.649,0.232627528993,3.20373391799
99080301010343,08,03,01,080301,Chattahoochee-Oconee National Forests,Conasauga Ranger District,484335.156,0.192899382373,3.62959374687
99080103010343,08,01,03,080103,National Forests in Alabama,Conecuh Ranger District,171329.656,0.0655447673041,1.63296447319
99081103010343,08,11,03,081103,National Forests in North Carolina,Croatan Ranger District,306670.233,0.122727960365,2.16890501504
99080308010343,08,03,08,080308,Chattahoochee-Oconee National Forests,Oconee Ranger District,276261.735,0.108316246217,3.97191043569
99080504010343,08,05,04,080504,National Forests in Florida,Osceola Ranger District,337981.188,0.128398380439,2.17854708477
99080812010343,08,08,12,080812,George Washington and Jefferson National Forest,Clinch Ranger District,319084.202,0.130673205628,4.42553804672
99080806010343,08,08,06,080806,George Washington and Jefferson National Forest,Warm Springs Ranger District,316979.924,0.13174044994,2.96980889921
99050452010343,05,04,52,050452,Inyo National Forest,Mammoth Ranger District,167275.266,0.0690890343538,1.63533148893
99050451010343,05,04,51,050451,Inyo National Forest,Mono Lake Ranger District,484973.87,0.201047808866,4.44619953552
99050453010343,05,04,53,050453,Inyo National Forest,White Mountain Ranger District,849963.815,0.350374384344,5.93854330623
99050551010343,05,05,51,050551,Klamath National Forest,Oak Knoll Ranger District,335238.594,0.147127391576,3.57156521007
99050152010343,05,01,52,050152,Angeles National Forest,San Gabriel Mountains National Monument Ranger District,369194.184,0.146347255757,2.98946830891
99050653010343,05,06,53,050653,Lassen National Forest,Hat Creek Ranger District,541876.448,0.234118412515,6.92273943622
99051354010343,05,13,54,051354,Sequoia National Forest,Kern River Ranger District,663361.391,0.267665618249,5.98670962757
99050355010343,05,03,55,050355,Eldorado National Forest,Pacific Ranger District,199660.131,0.0839125231397,1.77488110848
99051051010343,05,10,51,051051,Six Rivers National Forest,Gasquet Ranger District,358968.119,0.157313334052,2.57613913579
99050552010343,05,05,52,050552,Klamath National Forest,Happy Camp Ranger District,359549.496,0.15754101603,1.99935861102
99050558010343,05,05,58,050558,Klamath National Forest,Ukonom Ranger District,190320.795,0.0830377609144,1.78394775584
99050557010343,05,05,57,050557,Klamath National Forest,Goosenest Ranger District,361460.842,0.158161166438,10.4026355254
99050555010343,05,05,55,050555,Klamath National Forest,Scott River Ranger District,277429.313,0.121079365876,5.87375394643
99051052010343,05,10,52,051052,Six Rivers National Forest,Orleans Ranger District,219116.51,0.0953883962642,2.17417304863
99051353010343,05,13,52,051352,Sequoia National Forest,Western Divide Ranger District,337715.415,0.136822577153,2.85878360352
99051351010343,05,13,51,051351,Sequoia National Forest,Hume Lake Ranger District,183462.987,0.0749437214824,2.42476866856
99050151010343,05,01,51,050151,Angeles National Forest,Los Angeles Gateway Ranger District,337533.277,0.13408433359,4.15768116359
99050356010343,05,03,56,050356,Eldorado National Forest,Placerville Ranger District,205504.264,0.0861359821709,4.5118829828200004
99051757010343,05,17,57,051757,Tahoe National Forest,Truckee Ranger District,247330.016,0.104522724512,3.46088612441
99051754010343,05,17,54,051754,Tahoe National Forest,American River Ranger District,235338.637,0.0992587779909,2.65010322244
99050353010343,05,03,53,050353,Eldorado National Forest,Georgetown Ranger District,193082.9,0.0811780255063,2.49093653165
99050351010343,05,03,51,050351,Eldorado National Forest,Amador Ranger District,195405.308,0.0817600945893,3.45218406418
99050454010343,05,04,54,050454,Inyo National Forest,Mt. Whitney Ranger District,594793.327,0.242472107123,4.62174982678
99041552010343,04,15,52,041552,Caribou-Targhee National Forest,Ashton/Island Park Ranger District,668823.657,0.305323459488,6.2634186369
99041556010343,04,15,56,041556,Caribou-Targhee National Forest,Teton Basin Ranger District,267703.993,0.121021266182,3.27546765818
99040302010343,04,03,02,040302,Bridger-Teton National Forest,Big Piney Ranger District,449866.522,0.200863900095,3.52251448831
99040301010343,04,03,01,040301,Bridger-Teton National Forest,Kemmerer Ranger District,286027.975,0.126491423501,2.32109554023
99040306010343,04,03,06,040306,Bridger-Teton National Forest,Blackrock Ranger District,722458.897,0.327921677018,3.79798894677
99040304010343,04,03,04,040304,Bridger-Teton National Forest,Jackson Ranger District,695025.409,0.312805827023,5.04690336991
99040307010343,04,03,07,040307,Bridger-Teton National Forest,Pinedale Ranger District,827879.057,0.37022087183,5.61895790796
99011501010343,01,15,01,011501,Helena-Lewis and Clark National Forest,Rocky Mountain Ranger District,783923.217,0.38059288456,5.04906296909
99011807010343,01,18,07,011807,Dakota Prairie Grasslands,Medora Ranger District,1236510.15,0.589616900646,5.42008485839
99011808010343,01,18,08,011808,Dakota Prairie Grasslands,Mckenzie Ranger District,846089.522,0.40957664318,7.89162964587
99011104010343,01,11,04,011104,Custer Gallatin National Forest,Yellowstone Ranger District,794281.585,0.370249941567,7.1005621828
99050253010343,05,02,53,050253,Cleveland National Forest,Palomar Ranger District,186336.934,0.0729398878148,3.26766471396
99011801010343,01,18,01,011801,Dakota Prairie Grasslands,Sheyenne Ranger District,136912.862,0.0648656546296,1.64607398404
99011806010343,01,18,06,011806,Dakota Prairie Grasslands,Grand River Ranger District,448289.206,0.209717146918,5.39774702246
99050254010343,05,02,54,050254,Cleveland National Forest,Descanso Ranger District,214902.287,0.0837230272043,1.95690326261
99051552010343,05,15,52,051552,Sierra National Forest,High Sierra Ranger District,912076.031,0.374499085899,3.92023651819
99051753010343,05,17,53,051753,Tahoe National Forest,Yuba River Ranger District,465738.695,0.19731301942,4.60574024658
99051756010343,05,17,56,051756,Tahoe National Forest,Sierraville Ranger District,232161.689,0.0984467501009,3.64123706029
99051102010343,05,11,02,051102,Plumas National Forest,Mt. Hough Ranger District,546739.065,0.233521291714,4.67343029543
99051054010343,05,10,54,051054,Six Rivers National Forest,Mad River Ranger District,280272.718,0.120109350121,2.9933053734
99050856010343,05,08,56,050856,Mendocino National Forest,Covelo Ranger District,226938.635,0.096734211022,2.29992255846
99051053010343,05,10,53,051053,Six Rivers National Forest,Lower Trinity Ranger District,225179.79,0.0974043487876,3.55973370146
99051452010343,05,14,52,051452,Shasta-Trinity National Forest,Hayfork Ranger District,356909.113,0.153475021682,3.19675765511
99051451010343,05,14,51,051451,Shasta-Trinity National Forest,Yolla Bolla Ranger District,239483.668,0.10261381701,2.06066785062
99051454010343,05,14,54,051454,Shasta-Trinity National Forest,Big Bar Ranger District,444415.516,0.192155139632,2.94464026675
99021007010343,02,10,07,021007,Arapaho and Roosevelt National Forests,Clear Creek Ranger District,203540.045,0.0865045635374,3.83775901386
99021308010343,02,13,08,021308,San Juan National Forest,Columbine Ranger District,763504.652,0.314863281897,3.7132635718400002
99031001010343,03,10,01,031001,Santa Fe National Forest,Coyote Ranger District,268307.078,0.108808354491,2.64158961198
99060905010343,06,09,05,060905,Olympic National Forest,Pacific Ranger District/Forks,165823.046,0.0809219250255,2.89149805526
99091202010343,09,12,02,091202,Hoosier National Forest,Brownstown Ranger District,282292.391,0.118536683509,2.99247847786
99091204010343,09,12,04,091204,Hoosier National Forest,Tell City Ranger District,364656.443,0.151910978709,2.76044217401
99091401010343,09,14,01,091401,Wayne National Forest,Athens Ranger District,539201.516,0.228628591102,4.81499766923
99091305010343,09,13,05,091305,Chequamegon-Nicolet National Forest,Washburn Ranger District,234958.358,0.111562732337,2.11385319147
99091301010343,09,13,01,091301,Chequamegon-Nicolet National Forest,Medford-Park Falls Ranger District,346779.01,0.161765276107,2.72782956197
99091302010343,09,13,02,091302,Chequamegon-Nicolet National Forest,Great Divide Ranger District,457590.245,0.215566219407,2.55330911407
99091303010343,09,13,03,091303,Chequamegon-Nicolet National Forest,Eagle River-Florence Ranger District,429052.858,0.201336556299,3.06128314396
99091304010343,09,13,04,091304,Chequamegon-Nicolet National Forest,Lakewood-Laona Ranger District,536465.271,0.249592200385,3.87744275855
99090403010343,09,04,03,090403,Huron-Manistee National Forest,Manistee Ranger District,244676.445,0.111456423082,2.4262182184
99090404010343,09,04,04,090404,Huron-Manistee National Forest,White Cloud Ranger District,493937.513,0.222669248643,3.22698888455
99090406010343,09,04,06,090406,Huron-Manistee National Forest,Tawas Ranger District,198731.039,0.0908982956918,2.17384076129
99091005010343,09,10,05,091005,Hiawatha National Forest,St. Ignace Ranger District,199624.027,0.0939021304839,2.36992617797
99090405010343,09,04,05,090405,Huron-Manistee National Forest,Mio Ranger District,225549.376,0.103431097201,1.9812294281
99090505010343,09,05,05,090505,Mark Twain National Forest,Potosi / Fredericktown Ranger District,605865.432,0.25046001045,4.55684758277
99090507010343,09,05,07,090507,Mark Twain National Forest,Salem Ranger District,309564.539,0.127717954887,2.44083629723
99090521010343,09,05,21,090521,Mark Twain National Forest,Ava/Cassville/Willow Springs Ranger District,732308.05,0.299014459475,6.33221044375
99090503010343,09,05,03,090503,Mark Twain National Forest,Houston/Rolla/Cedar Creek Ranger District,579157.057,0.239795042228,4.69530070318
99040201010343,04,02,01,040201,Boise National Forest,Mountain Home Ranger District,734791.74,0.331241482076,4.86685790859
99021005010343,02,10,05,021005,Arapaho and Roosevelt National Forests,Canyon Lakes Ranger District,839116.081,0.361714538723,5.19921386009
99020308010343,02,03,08,020308,Black Hills National Forest,Northern Hills Ranger District,375747.219,0.171433472506,2.98247625984
99060609010343,06,06,09,060609,Mt. Hood National Forest,Zigzag Ranger District,266679.216,0.123915995276,2.64460019579
99092003010343,09,20,03,092003,Green Mountain and Finger Lakes National Forests,Hector Ranger District,16837.941,0.00746487879201,1.9569724454
99092104010343,09,21,04,092104,Monongahela National Forest,Marlinton Ranger District,311249.398,0.129730928987,3.07102555599
99091403010343,09,14,03,091403,Wayne National Forest,Ironton Ranger District,316982.269,0.132835405692,2.07648276808
99050955010343,05,09,55,050955,Modoc National Forest,Devils Garden Ranger District,596525.511,0.261114357282,2.9945691314
99081107010343,08,11,07,081107,National Forests in North Carolina,Pisgah Ranger District,311086.809,0.124780121891,2.22328215461
99100410010343,10,04,10,100410,Chugach National Forest,Glacier Ranger District,2600500.835,1.73272791963,65.4713625086
99100420010343,10,04,20,100420,Chugach National Forest,Cordova Ranger District,2776120.029,1.8396558793,72.1405173368
99100430010343,10,04,30,100430,Chugach National Forest,Seward Ranger District,868071.197,0.574066201706,7.96932203972
99100554010343,10,05,54,100554,Tongass National Forest,Thorne Bay Ranger District,1021659.881,0.593516882079,38.5436392563
99100533010343,10,05,33,100533,Tongass National Forest,Juneau Ranger District,3501271.496,2.1741297913,35.8166160646
99100534010343,10,05,34,100534,Tongass National Forest,Admiralty National Monument,1019255.037,0.62029256514,20.7112903115
99100535010343,10,05,35,100535,Tongass National Forest,Yakutat Ranger District,1255372.155,0.806977956008,13.7269762092
99100521010343,10,05,21,100521,Tongass National Forest,Petersburg Ranger District,1946414.831,1.15864492192,49.3698779316
99100522010343,10,05,22,100522,Tongass National Forest,Wrangell Ranger District,1738299.99,1.02352175358,36.0341636701
99100552010343,10,05,52,100552,Tongass National Forest,Ketchikan - Misty Ranger District,3329765.66,1.92094032225,50.4308639139
99100551010343,10,05,10,100510,Tongass National Forest,Craig Ranger District,1288078.357,0.7351186272,67.4101392707
99100531010343,10,05,31,100531,Tongass National Forest,Sitka Ranger District,1926512.145,1.16004255454,65.1265215986
99100532010343,10,05,32,100532,Tongass National Forest,Hoonah Ranger District,673051.993,0.413982063956,18.8779640233
99050651010343,05,06,51,050651,Lassen National Forest,Almanor Ranger District,549816.535,0.235456398324,8.75751634793
99050658010343,05,06,58,050658,Lassen National Forest,Eagle Lake Ranger District,397018.992,0.170906317916,5.39647211029
99051103010343,05,11,03,051103,Plumas National Forest,Feather River Ranger District,392504.835,0.166851427858,6.85562515868
99050755010343,05,07,55,050755,Los Padres National Forest,Ojai Ranger District,323856.968,0.12869516897,2.32600421243
99050753010343,05,07,53,050753,Los Padres National Forest,Santa Lucia Ranger District,514028.634,0.205527739941,5.26821604082
99051253010343,05,12,53,051253,San Bernardino National Forest,Front Country Ranger District,270913.95,0.107202245772,4.14701607985
99051255010343,05,12,55,051255,San Bernardino National Forest,San Jacinto Ranger District,249325.445,0.0980525987049,2.19267174987
99050754010343,05,07,54,050754,Los Padres National Forest,Santa Barbara Ranger District,305051.645,0.12127359117,2.86544777856
99050757010343,05,07,57,050757,Los Padres National Forest,Mt. Pinos Ranger District,493676.988,0.196695310711,3.43390108293
99050854010343,05,08,54,050854,Mendocino National Forest,Upper Lake Ranger District,312315.725,0.132092637324,2.45915289928
99050954010343,05,09,54,050954,Modoc National Forest,Big Valley Ranger District,495242.269,0.215321274397,5.50548806874
99051461010343,05,14,61,051461,Shasta-Trinity National Forest,McCloud Ranger District,420114.315,0.18287508968,9.12264444249
99050953010343,05,09,53,050953,Modoc National Forest,Warner Mountain Ranger District,361422.455,0.157716013308,3.00930573343
99061201010343,06,12,01,061201,Siuslaw National Forest,Hebo Ranger District,179715.524,0.0831925355053,6.40922942625
99060506010343,06,05,06,060506,Mt. Baker-Snoqualmie National Forest,Skykomish Ranger District,367399.944,0.178475867422,7.10186364431
99050751010343,05,07,51,050751,Los Padres National Forest,Monterey Ranger District,333703.014,0.135248665624,4.05699187548
99050853010343,05,08,53,050853,Mendocino National Forest,Grindstone Ranger District,534245.429,0.226961122135,3.36714177988
99051252010343,05,12,52,051252,San Bernardino National Forest,Mountaintop Ranger District,285393.385,0.113045077028,2.1955911893
99010204010343,01,02,04,010204,Beaverhead-Deerlodge National Forest,Butte Ranger District,675794.084,0.317824047434,12.3498641866
99011507010343,01,15,07,011507,Helena-Lewis and Clark National Forest,Belt Creek-White Sulphur Springs Ranger District,654431.121,0.312106790675,5.89678281809
99011506010343,01,15,06,011506,Helena-Lewis and Clark National Forest,Judith-Musselshell Ranger District,564105.723,0.269253233956,6.2093113835
99030304010343,03,03,04,030304,Cibola National Forest,Mountainair Ranger District,255680.068,0.101515059432,3.12523319182
99030503010343,03,05,03,030503,Coronado National Forest,Sierra Vista Ranger District,321532.477,0.12353419202,2.85409485732
99090701010343,09,07,01,090701,Ottawa National Forest,Bergland Ranger District,268259.978,0.127473146923,2.49631940607
99091002010343,09,10,02,091002,Hiawatha National Forest,Manistique Ranger District,198261.008,0.0932617737519,1.64335310266
99091004010343,09,10,04,091004,Hiawatha National Forest,Sault Ste. Marie Ranger District,303206.224,0.143338268651,1.85902194472
99090706010343,09,07,06,090706,Ottawa National Forest,Watersmeet Ranger District,261339.147,0.123490438783,1.67565074931
99090702010343,09,07,02,090702,Ottawa National Forest,Bessemer Ranger District,358846.301,0.170036640694,3.00773935956
99092002010343,09,20,02,092002,Green Mountain and Finger Lakes National Forests,Manchester Ranger District,600709.288,0.26864757029,3.58275449181
99092001010343,09,20,01,092001,Green Mountain and Finger Lakes National Forests,Middlebury Ranger District,117109.926,0.0531158236244,2.04414823512
99092005010343,09,20,05,092005,Green Mountain and Finger Lakes National Forests,Rochester Ranger District,119267.055,0.0540801213316,3.44097994998
99092101010343,09,21,01,092101,Monongahela National Forest,Cheat Ranger District,257580.262,0.108510745268,1.87740888874
99092102010343,09,21,06,092106,Monongahela National Forest,White Sulphur Ranger District,147388.501,0.0611602768955,1.73847283254
99092103010343,09,21,03,092103,Monongahela National Forest,Greenbrier Ranger District,402327.546,0.168427472572,2.40990093026
99092106010343,09,21,02,092102,Monongahela National Forest,Gauley Ranger District,293647.658,0.122297821995,1.85439468916
99092206010343,09,22,06,092206,White Mountain National Forest,Massabesic Experimental Forest,11790.62,0.00531015879464,0.494303710772
99092205010343,09,22,05,092205,White Mountain National Forest,Saco Ranger District,283120.764,0.128877834602,3.9572883
99092202010343,09,22,02,092202,White Mountain National Forest,Androscoggin Ranger District,239236.355,0.109349195151,4.03790168124
99092204010343,09,22,04,092204,White Mountain National Forest,Pemigewasset Ranger District,412965.856,0.187694435989,6.18040738467
99090401010343,09,04,01,090401,Huron-Manistee National Forest,Baldwin Ranger District,377154.176,0.170999192441,2.76970734631
99090402010343,09,04,02,090402,Huron-Manistee National Forest,Cadillac Ranger District,217060.252,0.0989429058187,2.80624975049
99090407010343,09,04,07,090407,Huron-Manistee National Forest,Harrisville Ranger District,270735.71,0.124305451715,2.79019018443
99091003010343,09,10,03,091003,Hiawatha National Forest,Munising Ranger District,303625.205,0.143555363988,3.29940568461
99090301010343,09,03,01,090301,Chippewa National Forest,Blackduck Ranger District,458601.325,0.221971236527,2.44485431571
99091001010343,09,10,01,091001,Hiawatha National Forest,Rapid River Ranger District,295604.21,0.138848778184,3.06187564258
99090303010343,09,03,03,090303,Chippewa National Forest,Deer River Ranger District,660586.865,0.318976990642,3.66416974234
99091902010343,09,19,02,091902,Allegheny National Forest,Marienville Ranger District,367113.027,0.160288659798,3.34478749579
99091903010343,09,19,03,091903,Allegheny National Forest,Bradford Ranger District,373760.189,0.163777277855,2.96469808718
99090804010343,09,08,04,090804,Shawnee National Forest,Hidden Springs Ranger District,556396.609,0.229452825001,3.53164472902
99090802010343,09,08,02,090802,Shawnee National Forest,Mississippi Bluffs Ranger District,373630.964,0.154125861558,4.01031734253
99090906010343,09,09,06,090906,Superior National Forest,Lacroix Ranger District,1035049.538,0.506611470558,5.77576666822
99090901010343,09,09,01,090901,Superior National Forest,Laurentian Ranger District,751115.892,0.362939199037,4.9657707032
99090902010343,09,09,02,090902,Superior National Forest,Gunflint Ranger District,644051.409,0.313913817132,4.26109032455
99090907010343,09,09,07,090907,Superior National Forest,Tofte Ranger District,739293.634,0.358943360212,3.42047428975
99090302010343,09,03,02,090302,Chippewa National Forest,Walker Ranger District,478866.018,0.229797763133,2.65447888676
